X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
0_34   1.6130E-10   4.3171E-11   3.2065E-11   4.2822E-11   3.5358E-11   2.9094E-11   3.3987E-11   4.3538E-11
1_34   1.7982E-10   4.0207E-11   3.2399E-11   3.8382E-11   4.4044E-11   2.7252E-11   3.4632E-11   4.2758E-11
2_34   1.5811E-10   4.2553E-11   3.8785E-11   3.4305E-11   3.3813E-11   3.2959E-11   3.8576E-11   4.2911E-11
3_34   1.3703E-10   3.7143E-11   3.3190E-11   3.9551E-11   3.2633E-11   3.6754E-11   3.1304E-11   4.1272E-11
4_34   1.5971E-10   3.2363E-11   3.8573E-11   4.1313E-11   2.9606E-11   3.9541E-11   3.7634E-11   4.3204E-11
5_34   1.8964E-10   4.1375E-11   4.0156E-11   4.1836E-11   2.5189E-11   3.9403E-11   3.6294E-11   4.1632E-11
6_34   2.1012E-10   3.6869E-11   3.9983E-11   3.9594E-11   2.4953E-11   2.7486E-11   3.3890E-11   3.5589E-11
7_34   1.8673E-10   3.0358E-11   3.6058E-11   3.8490E-11   3.7307E-11   4.8305E-11   3.3989E-11   3.3484E-11
8_34   1.5317E-10   4.0316E-11   3.0205E-11   3.8596E-11   4.3453E-11   3.8850E-11   3.4549E-11   4.1653E-11
9_34   1.6655E-10   3.7862E-11   3.7126E-11   3.7068E-11   2.6489E-11   3.4152E-11   3.3696E-11   4.9745E-11
10_34   1.8830E-10   3.8100E-11   3.6384E-11   3.1834E-11   3.0009E-11   3.2249E-11   3.7530E-11   4.8211E-11
11_34   1.8368E-10   3.5065E-11   3.9056E-11   3.1622E-11   3.6967E-11   2.9376E-11   2.8807E-11   3.8672E-11
12_34   1.9677E-10   3.0816E-11   4.0722E-11   3.5750E-11   3.7652E-11   2.3537E-11   3.0152E-11   3.5744E-11
13_34   2.0449E-10   3.9385E-11   3.7121E-11   3.1971E-11   3.2641E-11   3.4277E-11   3.0382E-11   3.7075E-11
14_34   1.7125E-10   3.6436E-11   3.8651E-11   3.9120E-11   1.8902E-11   3.5689E-11   3.1266E-11   3.9108E-11
15_34   1.4909E-10   3.7165E-11   4.5321E-11   4.3944E-11   2.0894E-11   3.1407E-11   3.1315E-11   4.0414E-11
16_34   1.3531E-10   4.2575E-11   3.9300E-11   4.0735E-11   1.6911E-11   3.3673E-11   3.0655E-11   3.6517E-11
17_34   1.2468E-10   3.9265E-11   4.5632E-11   4.1043E-11   3.7140E-11   4.8064E-11   3.4089E-11   3.8732E-11
18_34   1.3788E-10   4.5194E-11   3.6865E-11   3.8655E-11   4.1438E-11   3.9980E-11   3.3680E-11   3.5396E-11
19_34   1.2328E-10   3.8947E-11   4.6906E-11   3.3727E-11   3.5926E-11   3.1378E-11   3.3852E-11   4.0704E-11
20_34   1.2173E-10   4.2412E-11   4.5599E-11   2.7667E-11   3.3295E-11   3.8750E-11   4.0317E-11   3.8634E-11
21_34   1.2417E-10   4.8150E-11   4.7763E-11   2.7446E-11   3.2439E-11   3.8663E-11   4.9107E-11   4.0631E-11
22_34   1.7021E-10   4.1954E-11   4.9249E-11   3.5609E-11   4.3655E-11   4.5103E-11   4.1549E-11   3.6051E-11
23_34   2.0378E-10   5.1341E-11   4.0207E-11   3.8652E-11   5.1739E-11   4.3556E-11   4.0943E-11   2.9314E-11
24_34   2.0280E-10   4.1240E-11   4.6393E-11   3.8145E-11   4.3052E-11   3.7176E-11   3.7947E-11   3.8474E-11
25_34   1.8656E-10   4.1221E-11   4.8296E-11   3.7985E-11   4.1669E-11   3.3429E-11   4.2493E-11   3.7668E-11
26_34   1.6983E-10   4.4264E-11   4.2316E-11   3.4283E-11   3.6619E-11   3.8015E-11   4.4053E-11   3.6931E-11
27_34   1.4822E-10   3.4551E-11   3.9918E-11   3.0959E-11   3.6616E-11   4.3861E-11   4.0930E-11   4.1242E-11
28_34   1.3417E-10   4.8086E-11   3.4942E-11   3.4169E-11   3.4376E-11   4.9216E-11   3.7780E-11   3.7803E-11
29_34   1.2796E-10   5.4288E-11   3.7670E-11   3.6422E-11   4.5685E-11   4.9745E-11   3.2434E-11   3.6141E-11
30_34   1.1527E-10   5.2543E-11   3.7816E-11   3.6268E-11   5.2301E-11   3.5210E-11   3.8891E-11   4.0325E-11
31_34   1.2582E-10   4.2406E-11   4.3561E-11   3.7691E-11   4.4504E-11   3.9276E-11   4.0777E-11   4.2406E-11
32_34   1.5260E-10   4.3426E-11   4.5349E-11   3.6696E-11   3.0708E-11   4.3406E-11   4.4816E-11   3.3836E-11
33_34   1.2981E-10   5.4827E-11   5.0325E-11   3.6339E-11   4.6575E-11   4.8933E-11   4.2203E-11   3.3774E-11
34_34   9.1937E-11   4.8737E-11   5.3770E-11   3.7198E-11   4.2988E-11   5.3813E-11   4.1838E-11   3.4737E-11
35_34   8.7694E-11   5.0415E-11   4.6913E-11   3.4428E-11   3.9783E-11   5.2602E-11   5.2267E-11   2.7224E-11
36_34   8.2180E-11   6.3664E-11   5.5518E-11   2.9600E-11   3.7589E-11   4.3837E-11   4.7823E-11   2.6832E-11
37_34   1.4500E-10   5.4498E-11   4.7651E-11   2.8964E-11   4.9496E-11   3.7106E-11   4.8176E-11   2.9926E-11
38_34   1.6419E-10   6.0967E-11   5.3440E-11   2.7476E-11   4.3438E-11   5.6389E-11   4.7016E-11   3.1658E-11
39_34   1.4283E-10   6.6726E-11   4.9706E-11   2.8350E-11   3.9429E-11   4.7899E-11   4.1249E-11   3.4376E-11
40_34   1.3270E-10   6.2658E-11   4.9744E-11   2.7557E-11   5.1884E-11   4.5406E-11   3.7747E-11   3.3771E-11
41_34   1.2048E-10   5.9488E-11   4.1886E-11   3.0106E-11   4.4823E-11   4.4243E-11   4.9865E-11   3.4333E-11
42_34   1.0274E-10   5.8585E-11   4.6452E-11   3.5994E-11   3.0442E-11   5.0494E-11   4.7540E-11   3.6264E-11
43_34   1.0546E-10   4.9449E-11   4.7369E-11   3.3709E-11   3.6490E-11   5.4860E-11   3.9901E-11   3.4655E-11
44_34   1.2601E-10   5.0525E-11   4.4619E-11   3.5135E-11   3.6402E-11   4.3848E-11   4.2079E-11   3.0707E-11
0_35   1.6448E-10   4.1982E-11   2.8948E-11   3.4647E-11   3.0934E-11   2.6280E-11   3.5725E-11   4.2138E-11
1_35   1.5390E-10   4.3916E-11   3.0401E-11   3.4276E-11   4.6853E-11   3.6053E-11   3.9292E-11   4.0058E-11
2_35   1.4142E-10   4.3596E-11   3.9528E-11   2.9779E-11   4.4445E-11   3.5276E-11   3.4350E-11   4.1139E-11
3_35   1.3032E-10   3.6502E-11   3.3323E-11   3.3831E-11   3.4632E-11   3.5229E-11   3.1155E-11   3.7351E-11
4_35   1.6783E-10   3.0400E-11   3.5050E-11   3.9924E-11   3.2054E-11   3.4547E-11   3.8132E-11   3.7542E-11
5_35   2.1322E-10   3.7295E-11   4.6912E-11   4.0247E-11   3.8854E-11   3.4131E-11   3.1301E-11   3.5145E-11
6_35   2.3185E-10   4.0170E-11   3.8389E-11   4.2099E-11   3.9865E-11   3.2221E-11   3.2962E-11   3.0003E-11
7_35   1.9313E-10   3.0565E-11   3.8036E-11   4.0933E-11   4.6184E-11   3.8391E-11   3.9469E-11   3.6891E-11
8_35   1.5157E-10   3.4811E-11   3.7842E-11   3.5755E-11   2.9596E-11   3.5633E-11   3.3195E-11   4.3921E-11
9_35   1.6414E-10   3.2704E-11   4.0410E-11   3.1866E-11   2.1491E-11   3.5714E-11   3.0463E-11   4.3035E-11
10_35   1.6990E-10   3.6556E-11   4.5033E-11   2.8612E-11   2.2334E-11   3.6114E-11   3.4853E-11   4.0701E-11
11_35   1.5214E-10   3.6270E-11   3.4134E-11   3.5170E-11   3.4490E-11   3.4465E-11   3.0783E-11   3.4590E-11
12_35   1.7980E-10   3.6502E-11   3.2586E-11   3.9096E-11   3.7986E-11   2.8752E-11   2.8640E-11   3.1536E-11
13_35   1.8602E-10   3.6089E-11   2.8731E-11   3.7115E-11   4.2026E-11   3.3105E-11   2.6983E-11   3.5805E-11
14_35   1.5880E-10   3.9350E-11   3.6552E-11   3.8839E-11   4.2847E-11   3.3472E-11   2.8186E-11   4.0550E-11
15_35   1.5928E-10   4.1487E-11   3.6028E-11   3.9714E-11   4.1716E-11   3.5180E-11   3.1808E-11   4.0499E-11
16_35   1.6251E-10   3.8069E-11   4.4929E-11   3.2943E-11   2.7755E-11   3.4414E-11   2.7591E-11   3.8242E-11
17_35   1.5291E-10   3.9060E-11   3.1440E-11   3.7892E-11   4.2361E-11   4.1276E-11   3.5161E-11   3.6327E-11
18_35   1.5734E-10   4.1257E-11   3.7041E-11   3.7473E-11   3.6388E-11   4.4341E-11   3.8172E-11   3.5953E-11
19_35   1.3444E-10   4.0367E-11   4.1831E-11   3.1762E-11   4.4722E-11   4.0697E-11   4.7849E-11   4.0805E-11
20_35   1.2816E-10   3.6131E-11   4.2371E-11   3.2459E-11   4.5341E-11   4.9469E-11   4.3616E-11   3.8014E-11
21_35   1.1876E-10   4.6962E-11   4.6259E-11   3.2436E-11   2.7225E-11   5.1076E-11   4.7242E-11   3.5700E-11
22_35   1.4178E-10   5.4266E-11   4.7406E-11   3.7637E-11   3.4435E-11   5.1934E-11   5.0148E-11   3.1743E-11
23_35   1.5506E-10   3.7183E-11   3.8511E-11   3.8981E-11   4.7589E-11   4.7920E-11   4.7259E-11   2.8741E-11
24_35   1.5409E-10   4.6107E-11   3.6828E-11   3.5329E-11   4.5883E-11   4.0512E-11   4.3108E-11   4.1283E-11
25_35   1.4992E-10   5.3950E-11   4.5476E-11   3.2342E-11   4.7635E-11   3.4801E-11   4.4360E-11   4.1993E-11
26_35   1.5251E-10   5.2025E-11   4.6288E-11   2.8993E-11   3.4521E-11   3.2796E-11   4.0166E-11   3.8689E-11
27_35   1.3544E-10   4.5516E-11   3.7442E-11   2.5821E-11   3.5681E-11   3.0498E-11   3.4558E-11   3.7221E-11
28_35   1.1296E-10   4.8519E-11   3.6951E-11   3.0798E-11   4.6311E-11   3.3936E-11   4.0838E-11   3.3615E-11
29_35   1.1776E-10   4.2045E-11   4.4081E-11   3.2403E-11   3.3501E-11   3.8396E-11   3.8573E-11   3.2082E-11
30_35   1.0701E-10   4.7400E-11   4.5949E-11   3.1841E-11   5.9791E-11   4.2015E-11   3.7861E-11   3.6935E-11
31_35   1.1755E-10   4.2687E-11   4.5983E-11   3.5654E-11   4.6518E-11   3.4919E-11   3.7897E-11   4.1087E-11
32_35   1.4425E-10   5.8006E-11   4.6104E-11   3.9560E-11   3.1533E-11   4.1446E-11   4.8288E-11   3.7397E-11
33_35   1.2774E-10   5.8952E-11   5.6483E-11   3.6621E-11   5.0791E-11   4.0124E-11   4.9889E-11   3.7796E-11
34_35   9.4006E-11   3.5212E-11   5.1669E-11   3.6913E-11   4.7578E-11   4.7508E-11   5.2734E-11   3.4908E-11
35_35   8.5073E-11   3.4714E-11   4.6467E-11   3.7702E-11   4.2260E-11   4.7606E-11   5.1782E-11   2.5092E-11
36_35   8.6364E-11   5.8377E-11   4.5644E-11   3.1804E-11   3.2059E-11   4.4504E-11   4.0036E-11   2.6792E-11
37_35   1.3894E-10   6.6004E-11   5.8615E-11   2.6348E-11   3.8503E-11   3.7763E-11   4.6242E-11   2.7702E-11
38_35   1.5280E-10   5.4139E-11   6.0497E-11   2.5468E-11   4.9354E-11   4.3717E-11   4.3771E-11   3.1327E-11
39_35   1.4928E-10   5.5101E-11   4.4547E-11   2.6368E-11   5.8736E-11   4.5096E-11   4.6414E-11   3.2666E-11
40_35   1.3539E-10   5.4728E-11   4.6439E-11   2.7000E-11   3.2848E-11   4.8330E-11   4.3945E-11   3.2047E-11
41_35   1.1872E-10   6.7125E-11   5.0178E-11   3.1940E-11   4.2826E-11   3.6570E-11   4.9844E-11   3.4759E-11
42_35   1.1519E-10   5.5127E-11   4.9882E-11   3.1381E-11   3.6698E-11   4.4010E-11   3.9589E-11   3.2863E-11
43_35   1.2160E-10   6.2871E-11   4.2003E-11   3.1881E-11   5.1404E-11   4.7223E-11   4.3291E-11   3.6433E-11
44_35   1.3297E-10   5.0733E-11   3.9180E-11   3.2198E-11   4.0804E-11   4.3951E-11   4.9161E-11   3.5110E-11
0_36   1.5849E-10   4.3915E-11   2.6623E-11   3.2602E-11   4.8885E-11   3.3646E-11   3.9960E-11   3.4544E-11
1_36   1.5424E-10   4.1956E-11   3.4516E-11   3.0864E-11   3.7889E-11   3.1569E-11   3.7387E-11   3.2098E-11
2_36   1.4271E-10   4.7388E-11   3.7890E-11   3.2182E-11   3.5164E-11   4.5188E-11   3.4472E-11   3.4755E-11
3_36   1.3573E-10   4.2745E-11   4.0581E-11   3.4517E-11   3.5816E-11   4.5985E-11   3.3766E-11   3.4613E-11
4_36   1.8379E-10   4.7386E-11   3.8665E-11   4.0442E-11   3.3320E-11   4.0335E-11   3.9437E-11   3.7318E-11
5_36   2.2298E-10   4.7841E-11   4.2662E-11   3.8968E-11   2.7375E-11   2.8848E-11   3.3223E-11   3.3388E-11
6_36   2.2913E-10   3.8489E-11   3.6562E-11   3.2537E-11   2.8635E-11   3.5085E-11   3.5575E-11   3.2237E-11
7_36   1.8261E-10   4.0020E-11   3.7377E-11   3.4711E-11   3.1128E-11   2.9048E-11   3.7120E-11   4.1917E-11
8_36   1.2912E-10   3.8002E-11   3.2589E-11   3.1970E-11   2.1390E-11   3.6486E-11   3.3393E-11   4.6051E-11
9_36   1.4505E-10   4.6056E-11   3.2083E-11   3.1733E-11   2.9584E-11   4.0772E-11   3.5332E-11   4.1203E-11
10_36   1.6223E-10   3.7060E-11   3.0619E-11   3.4065E-11   3.1078E-11   4.3954E-11   3.4425E-11   3.3785E-11
11_36   1.4833E-10   3.0505E-11   2.3379E-11   4.0414E-11   3.1822E-11   3.9028E-11   2.9450E-11   3.3355E-11
12_36   1.6402E-10   4.0062E-11   2.9122E-11   4.0771E-11   3.3607E-11   3.2939E-11   2.9367E-11   3.5043E-11
13_36   1.6465E-10   3.9461E-11   3.8551E-11   3.6309E-11   3.0973E-11   3.1373E-11   2.8394E-11   4.1631E-11
14_36   1.5606E-10   3.8494E-11   3.6758E-11   3.6288E-11   3.3642E-11   3.6982E-11   3.0234E-11   4.3129E-11
15_36   1.4623E-10   5.0371E-11   4.0849E-11   3.2391E-11   3.9301E-11   3.7978E-11   3.7258E-11   3.8199E-11
16_36   1.4943E-10   4.3711E-11   4.4239E-11   2.8387E-11   1.7187E-11   2.8800E-11   3.2494E-11   3.0636E-11
17_36   1.4615E-10   3.6340E-11   3.8892E-11   3.7187E-11   3.5831E-11   4.1210E-11   3.8554E-11   2.8733E-11
18_36   1.5880E-10   3.8037E-11   3.9791E-11   4.1266E-11   2.7466E-11   3.9874E-11   4.0710E-11   3.0301E-11
19_36   1.4769E-10   4.0887E-11   4.2264E-11   2.8821E-11   5.1877E-11   4.3215E-11   4.4543E-11   3.5221E-11
20_36   1.2549E-10   4.7836E-11   4.7376E-11   2.7442E-11   4.9058E-11   4.0320E-11   5.0402E-11   3.7887E-11
21_36   1.1416E-10   3.9882E-11   4.7299E-11   3.2888E-11   2.3524E-11   3.9436E-11   4.1846E-11   3.3122E-11
22_36   1.0872E-10   5.1933E-11   4.8162E-11   4.1123E-11   4.2029E-11   3.6772E-11   4.6774E-11   3.0116E-11
23_36   1.1367E-10   4.4325E-11   4.0096E-11   3.8513E-11   4.2441E-11   4.3310E-11   4.1917E-11   2.8069E-11
24_36   1.1873E-10   4.5891E-11   4.6683E-11   2.9057E-11   4.7570E-11   6.1766E-11   3.8686E-11   3.9403E-11
25_36   1.3063E-10   5.2832E-11   4.4187E-11   2.5136E-11   4.3167E-11   5.7241E-11   3.4403E-11   4.1516E-11
26_36   1.3688E-10   5.6046E-11   5.0229E-11   2.4729E-11   3.8440E-11   4.3130E-11   4.0251E-11   3.7978E-11
27_36   1.0833E-10   5.4570E-11   3.8508E-11   2.7448E-11   2.1906E-11   3.0255E-11   3.6411E-11   3.5413E-11
28_36   9.4036E-11   4.4307E-11   4.2352E-11   3.2765E-11   3.3326E-11   3.3314E-11   3.5549E-11   3.3203E-11
29_36   1.1585E-10   4.2998E-11   4.5773E-11   3.3313E-11   3.1250E-11   2.8447E-11   3.0430E-11   2.8373E-11
30_36   1.1400E-10   4.8005E-11   5.5505E-11   3.0322E-11   3.9020E-11   3.8618E-11   3.5387E-11   3.3113E-11
31_36   1.3878E-10   4.2477E-11   4.3967E-11   3.4477E-11   4.1393E-11   3.2277E-11   3.6543E-11   4.0647E-11
32_36   1.5663E-10   4.3069E-11   6.0902E-11   3.6061E-11   3.7511E-11   3.9804E-11   4.3140E-11   3.8258E-11
33_36   1.4061E-10   4.5678E-11   5.1257E-11   3.6323E-11   4.7420E-11   4.2192E-11   4.7909E-11   3.8072E-11
34_36   1.1543E-10   4.2772E-11   4.4081E-11   3.6671E-11   4.3891E-11   4.3400E-11   5.4477E-11   3.5211E-11
35_36   1.1213E-10   5.8039E-11   4.4004E-11   3.7220E-11   5.0878E-11   4.8580E-11   5.4750E-11   2.7655E-11
36_36   1.0334E-10   5.1709E-11   4.8831E-11   3.3301E-11   4.4862E-11   4.2777E-11   4.7708E-11   2.7386E-11
37_36   1.1852E-10   6.5825E-11   5.1747E-11   2.9910E-11   2.6414E-11   4.1463E-11   5.2096E-11   2.7476E-11
38_36   1.2208E-10   5.6101E-11   5.0672E-11   2.8547E-11   4.5806E-11   4.7607E-11   4.7710E-11   3.3059E-11
39_36   1.1986E-10   4.3368E-11   4.1917E-11   2.6180E-11   5.5141E-11   4.8933E-11   4.3333E-11   3.4736E-11
40_36   1.1357E-10   5.5820E-11   5.3776E-11   2.6888E-11   3.7307E-11   4.4059E-11   4.8374E-11   3.3623E-11
41_36   1.1377E-10   5.9779E-11   6.0302E-11   2.6985E-11   4.3178E-11   4.1347E-11   5.0868E-11   3.4931E-11
42_36   1.2446E-10   5.5279E-11   5.0267E-11   2.7491E-11   3.7198E-11   4.6078E-11   4.2843E-11   3.4580E-11
43_36   1.4417E-10   5.2327E-11   4.4126E-11   2.6987E-11   5.4842E-11   4.1702E-11   3.6275E-11   3.6464E-11
44_36   1.5439E-10   4.9945E-11   4.4016E-11   3.0114E-11   6.1162E-11   4.3382E-11   4.2510E-11   3.7949E-11
0_37   1.5549E-10   4.2635E-11   2.4268E-11   3.1396E-11   5.1512E-11   2.9690E-11   3.7684E-11   3.1636E-11
1_37   1.6023E-10   3.5015E-11   4.3477E-11   3.1171E-11   4.2452E-11   3.2509E-11   3.2302E-11   3.5905E-11
2_37   1.3918E-10   4.1743E-11   3.8882E-11   3.3592E-11   9.3934E-12   4.4527E-11   3.4667E-11   3.5971E-11
3_37   1.2563E-10   3.8313E-11   4.2977E-11   3.4382E-11   1.5178E-11   3.9954E-11   2.9634E-11   3.4075E-11
4_37   1.7021E-10   3.9801E-11   4.5478E-11   3.6959E-11   1.7277E-11   2.5526E-11   3.5326E-11   3.3996E-11
5_37   1.9967E-10   4.9591E-11   3.7465E-11   3.6492E-11   2.3038E-11   3.1366E-11   3.7777E-11   3.4522E-11
6_37   2.0373E-10   4.1804E-11   3.9833E-11   3.2883E-11   3.2460E-11   3.5245E-11   3.6405E-11   3.4203E-11
7_37   1.8343E-10   4.4397E-11   3.7561E-11   3.2681E-11   2.9157E-11   3.0479E-11   3.3416E-11   3.8435E-11
8_37   1.4279E-10   4.0069E-11   3.1110E-11   2.8536E-11   2.0079E-11   3.1395E-11   3.1955E-11   3.6898E-11
9_37   1.4345E-10   4.0691E-11   4.1327E-11   2.9135E-11   3.8196E-11   4.0843E-11   2.9615E-11   3.7333E-11
10_37   1.5690E-10   3.4710E-11   2.9895E-11   3.2788E-11   3.1223E-11   4.1114E-11   3.4534E-11   3.3772E-11
11_37   1.4801E-10   3.4316E-11   3.3592E-11   4.0694E-11   3.5229E-11   3.4284E-11   3.3125E-11   3.2831E-11
12_37   1.4251E-10   3.2829E-11   3.8413E-11   4.0688E-11   4.0551E-11   3.4402E-11   2.7833E-11   3.6020E-11
13_37   1.3556E-10   3.5508E-11   4.9684E-11   3.1652E-11   2.9301E-11   2.6267E-11   2.8577E-11   4.2489E-11
14_37   1.4240E-10   3.4316E-11   4.3327E-11   2.7686E-11   2.5186E-11   3.9439E-11   3.1952E-11   4.4066E-11
15_37   1.3756E-10   4.1919E-11   4.1568E-11   3.2918E-11   3.2523E-11   4.4080E-11   3.9743E-11   3.9012E-11
16_37   1.4421E-10   4.5405E-11   4.5117E-11   3.3121E-11   2.5478E-11   3.2624E-11   3.9252E-11   3.1836E-11
17_37   1.5606E-10   3.7145E-11   3.9521E-11   3.8959E-11   3.1824E-11   3.2700E-11   3.7025E-11   3.2354E-11
18_37   1.7212E-10   3.2977E-11   3.1888E-11   4.0278E-11   2.5376E-11   2.9599E-11   3.3158E-11   3.6779E-11
19_37   1.5492E-10   4.3194E-11   5.4328E-11   2.8718E-11   4.8172E-11   3.9807E-11   3.3574E-11   3.6846E-11
20_37   1.3081E-10   4.7410E-11   4.0197E-11   2.3819E-11   4.5108E-11   4.7918E-11   4.3878E-11   3.5275E-11
21_37   1.2149E-10   4.3694E-11   4.9197E-11   2.5102E-11   3.2369E-11   3.8372E-11   3.8363E-11   3.4695E-11
22_37   1.0259E-10   5.0735E-11   3.8685E-11   3.0994E-11   4.5501E-11   3.1212E-11   4.3663E-11   2.8506E-11
23_37   1.2391E-10   4.0192E-11   4.0188E-11   3.5987E-11   4.2922E-11   3.0578E-11   3.9514E-11   2.9672E-11
24_37   1.3237E-10   3.6901E-11   5.1031E-11   2.9522E-11   3.7905E-11   4.4795E-11   3.8540E-11   3.9130E-11
25_37   1.5325E-10   4.1721E-11   4.1268E-11   2.8428E-11   5.3502E-11   5.2860E-11   4.3311E-11   3.5657E-11
26_37   1.4887E-10   4.1552E-11   4.4113E-11   3.1202E-11   5.1975E-11   4.7519E-11   4.3553E-11   3.4392E-11
27_37   1.2013E-10   4.0764E-11   5.2695E-11   3.3941E-11   2.6558E-11   4.8335E-11   3.6628E-11   3.8277E-11
28_37   1.3346E-10   4.1004E-11   4.7565E-11   3.6421E-11   3.9035E-11   4.3878E-11   3.7492E-11   3.9925E-11
29_37   1.3243E-10   4.3834E-11   3.8617E-11   3.3892E-11   3.5268E-11   2.9094E-11   3.6266E-11   3.4780E-11
30_37   1.2092E-10   4.7627E-11   3.6453E-11   3.3111E-11   3.1265E-11   4.0658E-11   4.8284E-11   3.4315E-11
31_37   1.5603E-10   4.8722E-11   5.0161E-11   3.3266E-11   3.1673E-11   3.9759E-11   4.7850E-11   3.9815E-11
32_37   1.6070E-10   4.7189E-11   6.4503E-11   3.4009E-11   5.1227E-11   4.5859E-11   3.6609E-11   3.8189E-11
33_37   1.3303E-10   4.6682E-11   4.8441E-11   3.7305E-11   5.0860E-11   3.2946E-11   3.9270E-11   3.9715E-11
34_37   1.1335E-10   4.5633E-11   4.4082E-11   3.7426E-11   3.9311E-11   4.2231E-11   4.5380E-11   3.5133E-11
35_37   1.2616E-10   5.5270E-11   4.9562E-11   3.1172E-11   6.1458E-11   4.0115E-11   4.6931E-11   3.0756E-11
36_37   1.3493E-10   6.0736E-11   4.6131E-11   2.8017E-11   4.4332E-11   4.2642E-11   4.5193E-11   3.0668E-11
37_37   1.3636E-10   7.3652E-11   5.5940E-11   3.0183E-11   2.2605E-11   4.3249E-11   4.9219E-11   3.1878E-11
38_37   1.2336E-10   5.1126E-11   6.0428E-11   3.0375E-11   3.8323E-11   4.1727E-11   4.8839E-11   3.3464E-11
39_37   9.5789E-11   5.0904E-11   4.9477E-11   2.5275E-11   4.8411E-11   4.9777E-11   4.6647E-11   3.6233E-11
40_37   1.0039E-10   4.7847E-11   5.6241E-11   2.4380E-11   5.2886E-11   4.0095E-11   4.8839E-11   3.2984E-11
41_37   1.1142E-10   5.5715E-11   5.3208E-11   2.5289E-11   6.0211E-11   4.1911E-11   5.6251E-11   3.0714E-11
42_37   1.3421E-10   5.6782E-11   4.4325E-11   2.8024E-11   4.7103E-11   5.0730E-11   5.1003E-11   3.2200E-11
43_37   1.6442E-10   6.2468E-11   4.4153E-11   2.8797E-11   4.0785E-11   5.4451E-11   3.9740E-11   3.1076E-11
44_37   1.5858E-10   5.0316E-11   5.2062E-11   3.0608E-11   7.4492E-11   4.8970E-11   3.4664E-11   3.1950E-11
0_38   1.3854E-10   3.7553E-11   3.1155E-11   2.9618E-11   3.3103E-11   3.8777E-11   3.8600E-11   3.3608E-11
1_38   1.3918E-10   3.4666E-11   3.4667E-11   3.1800E-11   3.7367E-11   3.0133E-11   3.3823E-11   4.0919E-11
2_38   1.1822E-10   3.7080E-11   3.8919E-11   3.3367E-11   2.8765E-11   3.1558E-11   3.3431E-11   4.1648E-11
3_38   1.1091E-10   2.9993E-11   3.5316E-11   3.4318E-11   3.2610E-11   2.7234E-11   3.3051E-11   3.6144E-11
4_38   1.4056E-10   4.2718E-11   3.8672E-11   3.5267E-11   3.1514E-11   3.2800E-11   3.3119E-11   3.5045E-11
5_38   1.5198E-10   4.5394E-11   4.2124E-11   3.3574E-11   3.3460E-11   3.5378E-11   3.0817E-11   3.6876E-11
6_38   1.6096E-10   5.1870E-11   4.3014E-11   3.5140E-11   4.1490E-11   3.6617E-11   3.3223E-11   3.2753E-11
7_38   1.6599E-10   4.1530E-11   3.6923E-11   2.9474E-11   3.0888E-11   2.8696E-11   2.9338E-11   3.1617E-11
8_38   1.5852E-10   3.0206E-11   3.6723E-11   2.5529E-11   3.5975E-11   2.8454E-11   3.3470E-11   3.1238E-11
9_38   1.4514E-10   3.9366E-11   3.9053E-11   2.8894E-11   4.3275E-11   3.1885E-11   3.0868E-11   3.1317E-11
10_38   1.1362E-10   3.3715E-11   3.8584E-11   3.3437E-11   3.0678E-11   3.3151E-11   3.0572E-11   3.3467E-11
11_38   1.0626E-10   4.1564E-11   3.8612E-11   3.7554E-11   2.4140E-11   3.2810E-11   2.9775E-11   3.4779E-11
12_38   1.1733E-10   3.9368E-11   3.7568E-11   3.6598E-11   3.0771E-11   3.3971E-11   2.8100E-11   3.4689E-11
13_38   1.2892E-10   3.8826E-11   3.9962E-11   2.9049E-11   2.9564E-11   3.1899E-11   3.0754E-11   3.9561E-11
14_38   1.3146E-10   3.6868E-11   3.8325E-11   2.5457E-11   2.9570E-11   4.0311E-11   2.9417E-11   4.2114E-11
15_38   1.2800E-10   3.6060E-11   3.5026E-11   3.1427E-11   2.4220E-11   4.3018E-11   3.4147E-11   3.7359E-11
16_38   1.5261E-10   4.0069E-11   2.9269E-11   3.3218E-11   1.8408E-11   3.0422E-11   3.7442E-11   3.2771E-11
17_38   1.7607E-10   4.1091E-11   3.9953E-11   3.7081E-11   3.8785E-11   3.4520E-11   3.5964E-11   3.4873E-11
18_38   1.8704E-10   4.1982E-11   3.8208E-11   3.8171E-11   2.2892E-11   3.7624E-11   3.0336E-11   4.0611E-11
19_38   1.7870E-10   4.3015E-11   5.3781E-11   3.0806E-11   3.3444E-11   3.7381E-11   3.6552E-11   3.6192E-11
20_38   1.5625E-10   5.0426E-11   4.6987E-11   2.8177E-11   2.7780E-11   3.8863E-11   3.8600E-11   3.7766E-11
21_38   1.4179E-10   5.0427E-11   3.8578E-11   2.6982E-11   3.1123E-11   4.0656E-11   4.2866E-11   3.9887E-11
22_38   1.3203E-10   5.2587E-11   4.4123E-11   3.1031E-11   2.7707E-11   3.5163E-11   4.6366E-11   3.0132E-11
23_38   1.3348E-10   4.6791E-11   4.6416E-11   3.5268E-11   3.6600E-11   3.3473E-11   3.7859E-11   3.1897E-11
