X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
17_4   1.6813E-10   3.7763E-11   3.2073E-11   2.8666E-11   3.0248E-11   2.8536E-11   3.3081E-11   3.9680E-11
18_4   1.8257E-10   4.2074E-11   3.4853E-11   2.8749E-11   3.1829E-11   3.6571E-11   3.1660E-11   3.4131E-11
19_4   1.6805E-10   3.7605E-11   3.7374E-11   2.8258E-11   4.4537E-11   3.9467E-11   3.3975E-11   3.2293E-11
20_4   1.6912E-10   4.3326E-11   4.2428E-11   3.1208E-11   4.5807E-11   3.8991E-11   3.6724E-11   3.2222E-11
21_4   1.5851E-10   5.6622E-11   4.6524E-11   3.6003E-11   3.2614E-11   5.1769E-11   3.7099E-11   3.0960E-11
22_4   1.5390E-10   5.0692E-11   6.3792E-11   2.9483E-11   4.2554E-11   3.4999E-11   3.8861E-11   2.9662E-11
23_4   2.1321E-10   4.8434E-11   5.9110E-11   2.6879E-11   4.6061E-11   3.3906E-11   4.6235E-11   2.6429E-11
24_4   1.8354E-10   6.0927E-11   3.8708E-11   3.4706E-11   4.9179E-11   4.1382E-11   4.0776E-11   3.2264E-11
25_4   1.4814E-10   5.8831E-11   4.7848E-11   3.7338E-11   3.3784E-11   4.6224E-11   4.3770E-11   3.1205E-11
26_4   1.6007E-10   5.2801E-11   4.1499E-11   2.9287E-11   4.5896E-11   3.6548E-11   3.6744E-11   3.2044E-11
27_4   1.3943E-10   4.9283E-11   3.8413E-11   2.7753E-11   3.6665E-11   3.7403E-11   3.8342E-11   3.3711E-11
28_4   1.5500E-10   4.4997E-11   5.2556E-11   3.1503E-11   4.4389E-11   4.4559E-11   4.0368E-11   3.6429E-11
29_4   2.3745E-10   5.1097E-11   4.5632E-11   3.2574E-11   4.3636E-11   4.8335E-11   4.1138E-11   3.6322E-11
30_4   2.2541E-10   5.1855E-11   4.8672E-11   2.8849E-11   2.1289E-11   5.0802E-11   4.0925E-11   3.4472E-11
31_4   1.7398E-10   5.0177E-11   5.0193E-11   3.1027E-11   3.3416E-11   4.8466E-11   3.3584E-11   3.1542E-11
32_4   1.5360E-10   4.2118E-11   4.9610E-11   3.7744E-11   3.5351E-11   4.5333E-11   3.8997E-11   3.3833E-11
33_4   1.6253E-10   4.9754E-11   3.5106E-11   3.6881E-11   3.4636E-11   4.9348E-11   5.0621E-11   3.6323E-11
34_4   1.6847E-10   4.9618E-11   4.6374E-11   3.6062E-11   3.3388E-11   5.0101E-11   4.3194E-11   3.7912E-11
35_4   1.3110E-10   4.8144E-11   4.1876E-11   3.2046E-11   6.7582E-11   5.7671E-11   4.3300E-11   3.3309E-11
36_4   9.3234E-11   5.2617E-11   5.0648E-11   3.5093E-11   5.7807E-11   5.6683E-11   4.3906E-11   3.1251E-11
37_4   9.9543E-11   5.5360E-11   5.2862E-11   3.6498E-11   4.6482E-11   4.6813E-11   4.2928E-11   2.8363E-11
38_4   1.1526E-10   5.3608E-11   6.0810E-11   3.1912E-11   4.3331E-11   5.3522E-11   5.2364E-11   2.6351E-11
39_4   1.3368E-10   5.3949E-11   5.1168E-11   2.7398E-11   4.5473E-11   4.9373E-11   3.5386E-11   3.0568E-11
40_4   1.3674E-10   5.6679E-11   4.0677E-11   2.1793E-11   5.6566E-11   3.1613E-11   3.6346E-11   2.9602E-11
41_4   1.4072E-10   5.0612E-11   3.9830E-11   2.3107E-11   5.4712E-11   5.4285E-11   4.6830E-11   3.1446E-11
42_4   1.3574E-10   4.1888E-11   4.3481E-11   2.6187E-11   3.9514E-11   4.4169E-11   4.4956E-11   3.1874E-11
43_4   1.3672E-10   5.0952E-11   4.1645E-11   2.6142E-11   3.2377E-11   4.3121E-11   4.2938E-11   3.3754E-11
44_4   1.4919E-10   5.0239E-11   4.7373E-11   2.8522E-11   2.9011E-11   4.4276E-11   4.1490E-11   3.7583E-11
0_5   1.8118E-10   4.2597E-11   3.2119E-11   3.1910E-11   2.4306E-11   3.2929E-11   3.5786E-11   4.0850E-11
1_5   1.7095E-10   4.3819E-11   3.5156E-11   4.1863E-11   2.1319E-11   2.8974E-11   3.3698E-11   4.9314E-11
2_5   1.5632E-10   4.2097E-11   3.6995E-11   3.8629E-11   2.6679E-11   3.3435E-11   3.9051E-11   4.5763E-11
3_5   1.7363E-10   4.2624E-11   4.5709E-11   3.1597E-11   2.9221E-11   3.8329E-11   3.4830E-11   4.8936E-11
4_5   1.6688E-10   4.3081E-11   3.5621E-11   2.8103E-11   3.7708E-11   3.2066E-11   3.2913E-11   4.7155E-11
5_5   1.6108E-10   4.8315E-11   3.1938E-11   2.9835E-11   4.2998E-11   3.7079E-11   3.3766E-11   4.1500E-11
6_5   1.5241E-10   4.4662E-11   3.9325E-11   3.5837E-11   1.9209E-11   3.0188E-11   2.9267E-11   4.3312E-11
7_5   1.6448E-10   3.9458E-11   4.4591E-11   3.7177E-11   2.4538E-11   3.3749E-11   2.8164E-11   4.5333E-11
8_5   1.5684E-10   4.9188E-11   3.5407E-11   3.0586E-11   2.5335E-11   4.1657E-11   2.6676E-11   4.1788E-11
9_5   1.3358E-10   4.3935E-11   3.5437E-11   3.1370E-11   2.6595E-11   3.9050E-11   3.2269E-11   4.1290E-11
10_5   1.5442E-10   3.8995E-11   4.0195E-11   3.3786E-11   2.2891E-11   3.5840E-11   2.8921E-11   3.4381E-11
11_5   1.9467E-10   4.1335E-11   3.1485E-11   3.0827E-11   3.3396E-11   4.0354E-11   3.0536E-11   3.4737E-11
12_5   1.7667E-10   4.0264E-11   3.2941E-11   3.2812E-11   3.8177E-11   3.2396E-11   3.4039E-11   3.4207E-11
13_5   1.3961E-10   4.4003E-11   2.6438E-11   3.4258E-11   3.0285E-11   3.5874E-11   4.0784E-11   3.6502E-11
14_5   1.4911E-10   3.7112E-11   3.0382E-11   3.0761E-11   2.8053E-11   3.3630E-11   3.5953E-11   3.9481E-11
15_5   1.7691E-10   3.7744E-11   3.5658E-11   3.0421E-11   2.7457E-11   3.6408E-11   3.7677E-11   3.6740E-11
16_5   1.9058E-10   3.0663E-11   3.4204E-11   3.2580E-11   2.2731E-11   3.4776E-11   3.8616E-11   3.8013E-11
17_5   1.8865E-10   3.2304E-11   3.5069E-11   3.3903E-11   4.3337E-11   3.0048E-11   3.8637E-11   4.0523E-11
18_5   1.8349E-10   3.6760E-11   3.5448E-11   3.5479E-11   3.5529E-11   3.1316E-11   3.4973E-11   3.8033E-11
19_5   1.3947E-10   4.5279E-11   3.8136E-11   3.2770E-11   5.3363E-11   3.3433E-11   4.0339E-11   3.6255E-11
20_5   1.3446E-10   4.9099E-11   5.1380E-11   3.4288E-11   5.3719E-11   4.6258E-11   4.4847E-11   3.9477E-11
21_5   1.4282E-10   4.9294E-11   5.1823E-11   3.4466E-11   5.8935E-11   3.9223E-11   4.1712E-11   3.6367E-11
22_5   1.6347E-10   5.3151E-11   5.1779E-11   3.0573E-11   4.6514E-11   3.3149E-11   4.5343E-11   3.1947E-11
23_5   1.8810E-10   4.3511E-11   5.2811E-11   2.9455E-11   2.4834E-11   3.9029E-11   4.8309E-11   3.3531E-11
24_5   1.3001E-10   6.1848E-11   3.8445E-11   3.7928E-11   4.5393E-11   4.7356E-11   4.4329E-11   3.9461E-11
25_5   1.2217E-10   6.0686E-11   5.1501E-11   3.7442E-11   3.8415E-11   4.8870E-11   3.9670E-11   3.4628E-11
26_5   1.4924E-10   4.9666E-11   4.8918E-11   3.0525E-11   3.3828E-11   3.7692E-11   3.4939E-11   3.1902E-11
27_5   1.4140E-10   4.3143E-11   3.7133E-11   2.9540E-11   2.3820E-11   4.4970E-11   3.4222E-11   3.6339E-11
28_5   1.3336E-10   5.0581E-11   4.6701E-11   3.7153E-11   5.9419E-11   4.9874E-11   3.6909E-11   4.0960E-11
29_5   2.2310E-10   6.7876E-11   4.1811E-11   3.3692E-11   5.3984E-11   4.5183E-11   3.5388E-11   4.0265E-11
30_5   2.0804E-10   6.1762E-11   4.4654E-11   2.6253E-11   3.8886E-11   3.8432E-11   3.5949E-11   4.0297E-11
31_5   1.5013E-10   3.9024E-11   3.8221E-11   2.5581E-11   3.1526E-11   4.6397E-11   3.4916E-11   3.4772E-11
32_5   1.4473E-10   4.1375E-11   5.3496E-11   3.2418E-11   4.5446E-11   4.5024E-11   4.0696E-11   3.8398E-11
33_5   1.5910E-10   5.1283E-11   4.6214E-11   3.6112E-11   4.0503E-11   5.4309E-11   4.8845E-11   4.1508E-11
34_5   1.5867E-10   5.0560E-11   3.7579E-11   3.9035E-11   3.4083E-11   5.5656E-11   4.0942E-11   3.9327E-11
35_5   1.2411E-10   3.9961E-11   4.4848E-11   3.6884E-11   4.8193E-11   4.9655E-11   4.7138E-11   3.3658E-11
36_5   8.1610E-11   4.8986E-11   3.8626E-11   3.3265E-11   4.8339E-11   4.8992E-11   4.7981E-11   3.1314E-11
37_5   1.0953E-10   4.2858E-11   4.9629E-11   3.1188E-11   2.9498E-11   5.1655E-11   4.1791E-11   2.5880E-11
38_5   1.2936E-10   5.5792E-11   4.4290E-11   3.0663E-11   4.1487E-11   5.4873E-11   4.4552E-11   2.6557E-11
39_5   1.2401E-10   5.5780E-11   4.0377E-11   2.6969E-11   5.5061E-11   5.1561E-11   3.8647E-11   3.0639E-11
40_5   1.3715E-10   4.5563E-11   4.4261E-11   2.3212E-11   6.4199E-11   3.4514E-11   4.1267E-11   3.0253E-11
41_5   1.5340E-10   5.2972E-11   3.9958E-11   2.8278E-11   5.8686E-11   4.9489E-11   4.9699E-11   3.4555E-11
42_5   1.5404E-10   5.0532E-11   4.7453E-11   2.9155E-11   3.7684E-11   4.4476E-11   4.5380E-11   3.5925E-11
43_5   1.5707E-10   4.8410E-11   4.5747E-11   2.5712E-11   5.6964E-11   3.8873E-11   4.8483E-11   3.3579E-11
44_5   1.6927E-10   4.2590E-11   5.2432E-11   2.6379E-11   4.9036E-11   4.8204E-11   3.6521E-11   3.7254E-11
0_6   1.7838E-10   4.0295E-11   3.4730E-11   2.8723E-11   2.5926E-11   3.6325E-11   3.9112E-11   4.3937E-11
1_6   1.7248E-10   3.8551E-11   2.7245E-11   3.9980E-11   3.4510E-11   2.6482E-11   3.8808E-11   4.3884E-11
2_6   1.6264E-10   3.0027E-11   3.2784E-11   4.0551E-11   2.0884E-11   3.3262E-11   3.8095E-11   4.4181E-11
3_6   1.6859E-10   4.3864E-11   3.6595E-11   3.6377E-11   2.3577E-11   3.4443E-11   2.7870E-11   4.9580E-11
4_6   1.6684E-10   4.2122E-11   3.9390E-11   3.5571E-11   2.6601E-11   3.5563E-11   3.2415E-11   4.9559E-11
5_6   1.4610E-10   3.9332E-11   3.7515E-11   3.6657E-11   2.8036E-11   2.8486E-11   3.3762E-11   4.3010E-11
6_6   1.3985E-10   4.2239E-11   3.4932E-11   3.2526E-11   2.0137E-11   2.9717E-11   2.9280E-11   4.3457E-11
7_6   1.6733E-10   3.1713E-11   4.0595E-11   3.7159E-11   3.2754E-11   3.6757E-11   3.4083E-11   4.3817E-11
8_6   1.6509E-10   4.1136E-11   4.2843E-11   3.6381E-11   3.5721E-11   2.7207E-11   3.2060E-11   4.1496E-11
9_6   1.4534E-10   3.6932E-11   4.0475E-11   3.6319E-11   2.9904E-11   3.5806E-11   3.1473E-11   4.3699E-11
10_6   1.7002E-10   2.9166E-11   3.5764E-11   3.6352E-11   2.2079E-11   3.5889E-11   3.4509E-11   3.7259E-11
11_6   1.8445E-10   4.4150E-11   3.5850E-11   3.8887E-11   2.0052E-11   3.6039E-11   3.2917E-11   3.6478E-11
12_6   1.6582E-10   3.9390E-11   3.8550E-11   3.8529E-11   2.8511E-11   3.1466E-11   2.8845E-11   4.1383E-11
13_6   1.3904E-10   5.0356E-11   3.3917E-11   3.5948E-11   2.8894E-11   3.2585E-11   3.5707E-11   4.5156E-11
14_6   1.4661E-10   4.2891E-11   3.2736E-11   3.2128E-11   2.5204E-11   3.1713E-11   3.5337E-11   4.3506E-11
15_6   1.7891E-10   4.5802E-11   3.8682E-11   2.9696E-11   3.4323E-11   2.7149E-11   3.5794E-11   3.5837E-11
16_6   1.9534E-10   4.0430E-11   3.8388E-11   3.5038E-11   2.7914E-11   3.4754E-11   3.5269E-11   3.5510E-11
17_6   1.8882E-10   3.5471E-11   4.0428E-11   3.9622E-11   3.6132E-11   3.0843E-11   3.3669E-11   4.1055E-11
18_6   1.8417E-10   4.0059E-11   3.1242E-11   4.0464E-11   3.2667E-11   3.2509E-11   3.3563E-11   3.7542E-11
19_6   1.7763E-10   4.6128E-11   3.9678E-11   3.7084E-11   3.5931E-11   3.7871E-11   3.8321E-11   3.7563E-11
20_6   1.6909E-10   5.2221E-11   5.1827E-11   3.6644E-11   4.9316E-11   3.1495E-11   4.5199E-11   4.2180E-11
21_6   1.4249E-10   4.6126E-11   4.5695E-11   3.6363E-11   6.6196E-11   3.5379E-11   4.7841E-11   4.1565E-11
22_6   1.6444E-10   5.3128E-11   3.6401E-11   3.9156E-11   6.0985E-11   4.0906E-11   3.9248E-11   3.1858E-11
23_6   1.7490E-10   4.4206E-11   4.1667E-11   3.7879E-11   3.3767E-11   4.0092E-11   3.9272E-11   2.9765E-11
24_6   1.2552E-10   4.5708E-11   4.6425E-11   3.4250E-11   3.6830E-11   4.3669E-11   4.1798E-11   4.1602E-11
25_6   1.3898E-10   4.5520E-11   4.8221E-11   3.0305E-11   3.2167E-11   4.6111E-11   3.9767E-11   3.8356E-11
26_6   1.5122E-10   4.6290E-11   5.6518E-11   3.0123E-11   2.5916E-11   4.1133E-11   3.6978E-11   3.2454E-11
27_6   1.2655E-10   4.1879E-11   4.6311E-11   3.0786E-11   2.6053E-11   4.8426E-11   4.2959E-11   3.5392E-11
28_6   1.0502E-10   3.9661E-11   4.5694E-11   4.0047E-11   3.4327E-11   4.8893E-11   4.0070E-11   4.2174E-11
29_6   1.6395E-10   5.3787E-11   4.9986E-11   3.7440E-11   3.9299E-11   3.8010E-11   3.9028E-11   3.9407E-11
30_6   1.5988E-10   6.4737E-11   5.0642E-11   3.2451E-11   3.7820E-11   3.7828E-11   3.9116E-11   3.5570E-11
31_6   1.4130E-10   5.4967E-11   5.1355E-11   2.8495E-11   4.5037E-11   4.6975E-11   3.9200E-11   3.7355E-11
32_6   1.6876E-10   5.4205E-11   6.2123E-11   3.1231E-11   3.9190E-11   4.6501E-11   3.2880E-11   3.5667E-11
33_6   1.9060E-10   5.2030E-11   4.9433E-11   3.0906E-11   3.2998E-11   5.4371E-11   4.0448E-11   3.6467E-11
34_6   1.8516E-10   5.2771E-11   4.4085E-11   3.2166E-11   5.3083E-11   4.7159E-11   4.7941E-11   3.8577E-11
35_6   1.4579E-10   5.5617E-11   4.5830E-11   3.2109E-11   4.5471E-11   5.4065E-11   4.6469E-11   3.5456E-11
36_6   1.0033E-10   4.9721E-11   4.1371E-11   2.5836E-11   3.3839E-11   4.4311E-11   4.3183E-11   3.0479E-11
37_6   1.0871E-10   5.1134E-11   5.4571E-11   3.0088E-11   3.0865E-11   4.7911E-11   4.4663E-11   2.8277E-11
38_6   1.2495E-10   5.8900E-11   5.3502E-11   3.1076E-11   5.4866E-11   4.5668E-11   5.2783E-11   3.3047E-11
39_6   1.3794E-10   4.9569E-11   4.4166E-11   3.1398E-11   4.2054E-11   5.3057E-11   3.7903E-11   3.2467E-11
40_6   1.3469E-10   4.6943E-11   5.1406E-11   2.8695E-11   4.8952E-11   4.1581E-11   3.8570E-11   2.9940E-11
41_6   1.4784E-10   6.1344E-11   5.0809E-11   2.6086E-11   5.1341E-11   4.6096E-11   5.0319E-11   3.3442E-11
42_6   1.6458E-10   5.3618E-11   4.9366E-11   2.7446E-11   3.6919E-11   5.2484E-11   4.4404E-11   3.3754E-11
43_6   1.6865E-10   5.6984E-11   4.9791E-11   2.5191E-11   5.1392E-11   4.3852E-11   4.5776E-11   3.1840E-11
44_6   1.8726E-10   5.5613E-11   5.1961E-11   2.4635E-11   5.1813E-11   4.8729E-11   3.9510E-11   3.5386E-11
0_7   1.8966E-10   3.8224E-11   3.6465E-11   2.9270E-11   2.0869E-11   3.5348E-11   3.2886E-11   4.3533E-11
1_7   1.5235E-10   3.9705E-11   3.6077E-11   3.4096E-11   4.2774E-11   3.2858E-11   3.6257E-11   3.7773E-11
2_7   1.3324E-10   3.7596E-11   3.6211E-11   3.6299E-11   4.3083E-11   3.2183E-11   3.6262E-11   3.6180E-11
3_7   1.2726E-10   4.2582E-11   4.1799E-11   3.6403E-11   3.1637E-11   3.7691E-11   3.1476E-11   4.1213E-11
4_7   1.3515E-10   3.7193E-11   4.5873E-11   3.4723E-11   3.8485E-11   2.9707E-11   3.2154E-11   4.0450E-11
5_7   1.3434E-10   3.6498E-11   3.3052E-11   3.2864E-11   1.7060E-11   2.8563E-11   3.7652E-11   3.5733E-11
6_7   1.3657E-10   3.3007E-11   3.2080E-11   2.8694E-11   2.6784E-11   3.0964E-11   3.4889E-11   3.8452E-11
7_7   1.6262E-10   3.3804E-11   4.4929E-11   3.6809E-11   1.9461E-11   4.4440E-11   3.5370E-11   4.1999E-11
8_7   1.5185E-10   3.7414E-11   3.4382E-11   3.7961E-11   2.3283E-11   3.7551E-11   3.2105E-11   4.0993E-11
9_7   1.5670E-10   4.0464E-11   3.3143E-11   3.4616E-11   3.3749E-11   4.0447E-11   3.4886E-11   4.3411E-11
10_7   1.8461E-10   3.0551E-11   3.8348E-11   3.2862E-11   2.9454E-11   2.7064E-11   3.2211E-11   3.7744E-11
11_7   1.7415E-10   3.1616E-11   3.5082E-11   3.9255E-11   3.3790E-11   3.6953E-11   3.0600E-11   3.6514E-11
12_7   1.5733E-10   4.3069E-11   3.8880E-11   4.0579E-11   3.2530E-11   3.5200E-11   2.6494E-11   4.0680E-11
13_7   1.6619E-10   4.9163E-11   3.1742E-11   3.9212E-11   3.6144E-11   3.5130E-11   3.1941E-11   4.3056E-11
14_7   1.7068E-10   4.0133E-11   4.2191E-11   3.5228E-11   2.3336E-11   3.8344E-11   3.8829E-11   3.9813E-11
15_7   1.8593E-10   4.7615E-11   3.8313E-11   3.2174E-11   2.5971E-11   3.0033E-11   3.6715E-11   3.8042E-11
16_7   1.9208E-10   3.9230E-11   4.6515E-11   3.9135E-11   3.2283E-11   3.9546E-11   3.3954E-11   3.8911E-11
17_7   1.8027E-10   3.8173E-11   4.2858E-11   4.4328E-11   2.5252E-11   4.1655E-11   2.9480E-11   4.2944E-11
18_7   1.7889E-10   4.6385E-11   3.6240E-11   4.4451E-11   2.2024E-11   3.3469E-11   3.4745E-11   4.2247E-11
19_7   1.9949E-10   4.4941E-11   3.5200E-11   4.2352E-11   2.7786E-11   4.1535E-11   3.8773E-11   3.6393E-11
20_7   2.0914E-10   5.5512E-11   4.5640E-11   3.6371E-11   3.2136E-11   3.0401E-11   4.2815E-11   3.5562E-11
21_7   1.6457E-10   4.5029E-11   4.4546E-11   3.7945E-11   4.8587E-11   3.6316E-11   4.5004E-11   3.7366E-11
22_7   1.8348E-10   4.3972E-11   4.5317E-11   4.2118E-11   4.2202E-11   3.7031E-11   3.7625E-11   3.4391E-11
23_7   2.0585E-10   4.4005E-11   4.2973E-11   3.8731E-11   1.9342E-11   2.7850E-11   3.4952E-11   3.2323E-11
24_7   1.6814E-10   4.7711E-11   4.3468E-11   3.2901E-11   2.7262E-11   3.1265E-11   4.0542E-11   3.5250E-11
25_7   1.6515E-10   5.4220E-11   5.2624E-11   3.1702E-11   3.1870E-11   3.8343E-11   5.0033E-11   3.5031E-11
26_7   1.7249E-10   4.1205E-11   4.9185E-11   3.3319E-11   3.2038E-11   4.8847E-11   3.9435E-11   3.8336E-11
27_7   1.4303E-10   4.6779E-11   4.3087E-11   3.6170E-11   3.0149E-11   4.2663E-11   3.6063E-11   3.4581E-11
28_7   1.2308E-10   5.5518E-11   4.8914E-11   4.1010E-11   2.8836E-11   4.3888E-11   3.3929E-11   3.5580E-11
29_7   1.5214E-10   5.5516E-11   6.0380E-11   3.8854E-11   3.6864E-11   4.2173E-11   4.3818E-11   3.7410E-11
30_7   1.6656E-10   4.8883E-11   5.3415E-11   3.6949E-11   3.7111E-11   2.9720E-11   4.5168E-11   3.2853E-11
31_7   1.8197E-10   5.0719E-11   5.0466E-11   3.4114E-11   3.7643E-11   3.7596E-11   4.3506E-11   3.3859E-11
32_7   1.9231E-10   4.5403E-11   4.1629E-11   2.9324E-11   3.4804E-11   3.8992E-11   3.8535E-11   3.3305E-11
33_7   2.1291E-10   4.7405E-11   4.5265E-11   2.7102E-11   4.9186E-11   4.9380E-11   3.5991E-11   3.3466E-11
34_7   1.8920E-10   4.7011E-11   5.2322E-11   2.6205E-11   6.1178E-11   5.2196E-11   4.5437E-11   3.6655E-11
35_7   1.4426E-10   4.5434E-11   5.1740E-11   2.6377E-11   2.4621E-11   4.8877E-11   4.3400E-11   3.4297E-11
36_7   1.2258E-10   4.1044E-11   4.9686E-11   3.0755E-11   2.9387E-11   4.2715E-11   4.4039E-11   3.0758E-11
37_7   1.0895E-10   5.4856E-11   6.1223E-11   3.4954E-11   3.9417E-11   4.7698E-11   4.3589E-11   2.9145E-11
38_7   1.1465E-10   6.0051E-11   5.3890E-11   3.3999E-11   5.8348E-11   5.3493E-11   5.5718E-11   3.2764E-11
39_7   1.2756E-10   5.2024E-11   4.1351E-11   3.5436E-11   5.4984E-11   5.5830E-11   4.7213E-11   3.2974E-11
40_7   1.1116E-10   5.1245E-11   5.2627E-11   3.2852E-11   5.9323E-11   4.7370E-11   4.1403E-11   2.8603E-11
41_7   1.4082E-10   4.7613E-11   4.9634E-11   2.9827E-11   5.2296E-11   4.3259E-11   4.7609E-11   3.2620E-11
42_7   1.6932E-10   5.1752E-11   3.7893E-11   3.0240E-11   4.1623E-11   4.8572E-11   4.2968E-11   3.4037E-11
43_7   1.6629E-10   5.3191E-11   4.1746E-11   3.0619E-11   3.7693E-11   5.0229E-11   4.2447E-11   3.2231E-11
44_7   1.7332E-10   4.3071E-11   4.8207E-11   2.9973E-11   2.6035E-11   4.7790E-11   4.4947E-11   3.2796E-11
0_8   2.0151E-10   3.7971E-11   3.7681E-11   3.2206E-11   2.1144E-11   3.0128E-11   3.0897E-11   3.9505E-11
1_8   1.5035E-10   3.6264E-11   3.2873E-11   3.1909E-11   3.6174E-11   3.0534E-11   3.7041E-11   3.7613E-11
2_8   1.2857E-10   3.6552E-11   4.2961E-11   3.1950E-11   3.2051E-11   3.4756E-11   3.3445E-11   3.7016E-11
3_8   1.4726E-10   3.3573E-11   4.4452E-11   3.3278E-11   3.5070E-11   2.7251E-11   3.4336E-11   3.6640E-11
4_8   1.7561E-10   4.2271E-11   4.0914E-11   3.2168E-11   4.3499E-11   3.6306E-11   3.7253E-11   3.0870E-11
5_8   1.7135E-10   4.9348E-11   3.5253E-11   3.2074E-11   2.6050E-11   3.2172E-11   3.9950E-11   3.3082E-11
6_8   1.5645E-10   4.0200E-11   3.5488E-11   3.3978E-11   1.7630E-11   3.6900E-11   4.2234E-11   3.5369E-11
7_8   1.5592E-10   4.6527E-11   4.4199E-11   4.1105E-11   2.5210E-11   4.9612E-11   4.1281E-11   4.3507E-11
8_8   1.3584E-10   4.2142E-11   3.4600E-11   4.1027E-11   3.4106E-11   3.2258E-11   3.3268E-11   3.8707E-11
9_8   1.7327E-10   4.5021E-11   4.1521E-11   3.6517E-11   3.8593E-11   3.7438E-11   3.4074E-11   4.2555E-11
10_8   1.9553E-10   4.4109E-11   4.3991E-11   3.3641E-11   3.7948E-11   3.0186E-11   3.5361E-11   3.8303E-11
11_8   1.6212E-10   3.2219E-11   3.1280E-11   3.4285E-11   3.0743E-11   3.3237E-11   3.5482E-11   3.8274E-11
12_8   1.4902E-10   3.7745E-11   3.7895E-11   3.4898E-11   2.0878E-11   3.1331E-11   2.9938E-11   3.7639E-11
13_8   1.9933E-10   3.1650E-11   3.2064E-11   3.9179E-11   1.5877E-11   3.7222E-11   3.0956E-11   3.4418E-11
14_8   2.0967E-10   3.4682E-11   4.1206E-11   3.8025E-11   2.1533E-11   3.2710E-11   3.3131E-11   3.2996E-11
15_8   2.0230E-10   4.6063E-11   4.6676E-11   3.7670E-11   3.2954E-11   3.4745E-11   4.0567E-11   3.7789E-11
16_8   1.9367E-10   4.2773E-11   3.6454E-11   4.6095E-11   4.4731E-11   3.1154E-11   3.5837E-11   3.7572E-11
17_8   1.6980E-10   4.8177E-11   4.5611E-11   4.6072E-11   3.3550E-11   3.3761E-11   3.7444E-11   3.7722E-11
18_8   1.7316E-10   4.2697E-11   3.9746E-11   3.8170E-11   3.2269E-11   3.6366E-11   3.6778E-11   3.9826E-11
19_8   1.9305E-10   3.8926E-11   3.5199E-11   3.4383E-11   3.7834E-11   4.1383E-11   3.8539E-11   3.6974E-11
20_8   2.0949E-10   6.4350E-11   4.0246E-11   2.9346E-11   2.8755E-11   2.9295E-11   4.9063E-11   3.6684E-11
21_8   1.9432E-10   4.7881E-11   4.2728E-11   3.3478E-11   3.4419E-11   4.1980E-11   4.9117E-11   3.4782E-11
22_8   2.1146E-10   5.0708E-11   4.1545E-11   3.5789E-11   3.3244E-11   4.0707E-11   3.8447E-11   3.6036E-11
23_8   2.1737E-10   3.8653E-11   4.5222E-11   3.3260E-11   4.1493E-11   3.4903E-11   3.7691E-11   4.0567E-11
24_8   1.7266E-10   4.9613E-11   4.4189E-11   3.6370E-11   2.4156E-11   4.8047E-11   3.8112E-11   4.0242E-11
25_8   1.6040E-10   5.3646E-11   4.0484E-11   3.8929E-11   3.3864E-11   4.2877E-11   4.7348E-11   3.9225E-11
26_8   1.8691E-10   5.1691E-11   4.4587E-11   3.8163E-11   5.3517E-11   4.4190E-11   4.6122E-11   4.1906E-11
27_8   1.8698E-10   4.1530E-11   4.8641E-11   4.0172E-11   5.4440E-11   4.1198E-11   4.0649E-11   3.2432E-11
28_8   1.6614E-10   4.3327E-11   5.0242E-11   3.9925E-11   4.3553E-11   3.8709E-11   3.5065E-11   3.3428E-11
29_8   1.6174E-10   4.3834E-11   4.7589E-11   3.7218E-11   3.2009E-11   3.3139E-11   3.8005E-11   3.6641E-11
30_8   1.6878E-10   5.3330E-11   4.4366E-11   3.5620E-11   3.5578E-11   2.9519E-11   3.7819E-11   3.0422E-11
31_8   1.6858E-10   6.3768E-11   4.1489E-11   3.2497E-11   4.2971E-11   3.5082E-11   3.7881E-11   3.2385E-11
32_8   1.7136E-10   5.9177E-11   4.0972E-11   2.7260E-11   4.0647E-11   3.5169E-11   4.0002E-11   3.3111E-11
33_8   1.8446E-10   4.7127E-11   4.6109E-11   3.1046E-11   4.7118E-11   4.4096E-11   4.1090E-11   2.7937E-11
34_8   1.6458E-10   5.0421E-11   4.6728E-11   2.8889E-11   3.9181E-11   4.3590E-11   5.1643E-11   3.3897E-11
35_8   1.3458E-10   6.6671E-11   4.9109E-11   2.5141E-11   3.5998E-11   5.4355E-11   5.1026E-11   3.3596E-11
36_8   1.2772E-10   4.9439E-11   5.6923E-11   3.3033E-11   3.7301E-11   4.2208E-11   4.9203E-11   2.8957E-11
37_8   1.0992E-10   4.8472E-11   5.5675E-11   3.5936E-11   5.3672E-11   4.1515E-11   4.6424E-11   3.0631E-11
38_8   1.1519E-10   4.9507E-11   6.7231E-11   3.6529E-11   4.5005E-11   4.9483E-11   5.2462E-11   3.4700E-11
39_8   1.2748E-10   5.2100E-11   4.9598E-11   3.6013E-11   2.6857E-11   4.5246E-11   4.9437E-11   3.9174E-11
40_8   1.2379E-10   5.1346E-11   5.2983E-11   3.3945E-11   2.4837E-11   5.6029E-11   4.5507E-11   3.0565E-11
